Machine_ID,Client_Name,Operating_Hours,Temperature_C,Vibration_mm_s,Pressure_PSI,Last_Service_Days,Failure_in_Next_30_Days
M-0660,Gamma Solutions,7409,55.93184990502462,0.8678626680258115,110.54905484844619,93,0
M-0661,Gamma Solutions,7418,75.8590420116465,2.0561167730393457,137.21379241550412,75,0
M-0662,Beta Industries,5124,62.63229864052378,0.3437453119824756,92.4442460284349,244,0
M-0663,Epsilon Tech,1015,55.847328080758125,0.6955904168921389,86.4018059065744,183,0
M-0664,Epsilon Tech,2193,72.18534042410946,1.508617630907122,93.19872301211699,205,0
M-0665,Alpha Corp,8415,80.09471788595968,0.02748726701131743,127.836946721802,187,0
M-0666,Beta Industries,7449,61.550585614065035,1.9226923999680783,136.341523845403,166,0
M-0667,Gamma Solutions,4158,55.009840395415985,2.7075908178721066,98.2673081907105,115,0
M-0668,Alpha Corp,3925,69.08155235665045,0.7640941218084252,103.09150955360664,207,0
M-0669,Epsilon Tech,6970,69.12564671222819,0.8911543821564234,92.4652863468125,245,1
M-0670,Alpha Corp,6938,75.48319627554498,2.858557216085247,82.82540229322419,333,0
M-0671,Gamma Solutions,4784,79.49594571364489,2.241852911865532,120.77617546664945,161,0
M-0672,Epsilon Tech,4000,69.40584818727505,0.5098310191824953,113.34530454443245,13,0
M-0673,Delta Mfg,1633,88.55503314794262,0.5872902873609555,110.15731974010814,294,0
M-0674,Delta Mfg,7266,72.24234744535292,1.7039023341535064,88.9991519425493,236,0
M-0675,Beta Industries,8702,66.535734939931,1.2424132311826792,134.5993502274299,273,1
M-0676,Alpha Corp,384,53.884326408971724,0.2655167508310093,102.4496489292579,114,0
M-0677,Epsilon Tech,404,67.37340479683833,0.5564431585837797,118.00439637224714,152,0
M-0678,Beta Industries,8175,66.63613054588863,3.4536268136432513,88.18157892132913,26,0
M-0679,Alpha Corp,2000,79.6030479628147,1.7479670093721529,107.14212215569944,168,0
M-0680,Gamma Solutions,9860,74.62483624066854,6.4002977683243625,114.37061684357876,32,0
M-0681,Epsilon Tech,5989,58.206308783673826,2.1851559054059355,114.90612827079961,221,0
M-0682,Alpha Corp,1460,71.72254386411038,4.270307310690072,112.31972814854937,206,0
M-0683,Epsilon Tech,7190,76.71531171729053,0.3653802231888262,117.41783738073158,342,0
M-0684,Alpha Corp,7140,85.28031359387833,2.2142293162157793,93.04219315950559,98,0
M-0685,Gamma Solutions,3636,78.8750396741406,0.030637036932937983,112.9605890815949,91,0
M-0686,Epsilon Tech,4809,77.60846654311477,1.6664525652331426,111.70636525220417,214,0
M-0687,Delta Mfg,4178,70.60085994615163,0.9502874944520296,113.47509026292592,188,0
M-0688,Gamma Solutions,7245,73.8831200542345,0.6387161893065998,111.08517825978772,57,0
M-0689,Alpha Corp,6600,82.49504900706158,2.9751539760301777,90.90180839129904,107,0
M-0690,Epsilon Tech,5997,56.6722260252035,2.888975777349197,90.2330037183654,195,0
M-0691,Gamma Solutions,2048,66.50560672783044,0.033831222385623146,80.0,22,0
M-0692,Alpha Corp,4780,62.27431251243759,1.4105106411849464,122.26301764767946,186,0
M-0693,Delta Mfg,716,73.79153118726124,0.6879006783285684,122.41486264602798,85,0
M-0694,Delta Mfg,7939,82.30222175650788,0.8059109815239804,122.6532543683318,80,0
M-0695,Alpha Corp,5565,64.03025713278926,2.67605073650323,114.60184943692178,329,0
M-0696,Delta Mfg,4544,46.09695632530562,0.5562472397569878,80.0,77,1
M-0697,Gamma Solutions,4976,65.8777925497553,4.298341057471157,94.599342623221,330,0
M-0698,Delta Mfg,3419,79.13473732017407,0.29700672779151266,112.55623126389668,341,0
M-0699,Beta Industries,7239,75.3762990294988,1.630273527193111,112.03277004187693,177,0
M-0700,Delta Mfg,9766,74.28186247810577,1.6725930722623301,106.65877680271969,174,1
M-0701,Beta Industries,249,67.2000669812552,0.4359198690761205,115.5337580436237,82,1
M-0702,Epsilon Tech,8865,57.209692637802135,0.5890097822241549,110.17477561527869,21,0
M-0703,Gamma Solutions,770,75.15294321624468,2.7008839396771918,111.81155698327042,179,0
M-0704,Epsilon Tech,4363,61.65718189965375,2.1520000251123026,100.41402000751975,330,1
M-0705,Epsilon Tech,1077,91.84096733380456,0.5986935658450308,124.73016479182385,225,1
M-0706,Delta Mfg,8427,75.70507208354516,1.1452146034244586,103.53842586979424,265,0
M-0707,Delta Mfg,8580,64.1935169744605,0.09549682874412463,90.0402637546906,269,0
M-0708,Delta Mfg,7901,63.886147526113724,0.35120415242656133,98.43501480771907,251,0
M-0709,Epsilon Tech,4858,69.07055793386412,0.9977744507628747,104.7730071295703,273,0
M-0710,Gamma Solutions,6544,67.60498077978251,0.13484395788373568,124.9100418255327,343,0
M-0711,Gamma Solutions,4719,81.16833775529955,2.7804429413925495,109.3659800234781,272,0
M-0712,Beta Industries,2814,71.86416169744047,1.8988053449172442,107.20777671551527,280,0
M-0713,Alpha Corp,3374,62.68368261091472,4.31382494409857,91.27004862856059,223,0
M-0714,Gamma Solutions,1252,88.90440685155782,1.7736443331276315,121.78223884744365,75,0
M-0715,Delta Mfg,6996,70.49308331520223,4.230184094563825,100.22071768964922,151,0
M-0716,Beta Industries,4673,77.68839675968897,1.2128793237564017,108.49958211587996,359,0
M-0717,Delta Mfg,4530,63.91773492555241,1.3752561133946313,132.20274615322796,342,0
M-0718,Epsilon Tech,6881,73.63115627744523,5.656505039674544,117.63144996573956,105,1
M-0719,Epsilon Tech,6949,73.11109991143195,1.5413746546449265,85.57618928427239,42,0
M-0720,Delta Mfg,9521,51.103507079038465,0.04690564825683777,83.45734645471292,176,0
M-0721,Gamma Solutions,6241,90.1527511046064,1.9299601365423518,109.0353432482113,245,0
M-0722,Alpha Corp,8017,82.90644460922547,3.5382362988255647,91.80889077687793,253,0
M-0723,Delta Mfg,6941,66.02804683854012,2.381369700072201,119.72820121449497,274,0
M-0724,Gamma Solutions,9550,58.977302595441444,1.3150039680845924,110.63394597447468,334,1
M-0725,Beta Industries,7002,73.47561613803552,1.6689307293159379,112.48077153535795,92,1
M-0726,Delta Mfg,1331,70.86697699414397,6.9368031189426045,99.3988522753647,11,1
M-0727,Beta Industries,4261,73.55668948563229,0.14255777110361204,136.12075482930058,152,0
M-0728,Gamma Solutions,7648,71.9157739619409,1.650522420795193,150.0,189,0
M-0729,Gamma Solutions,9550,75.06240989305925,0.4998513854084178,105.82122914364928,164,0
M-0730,Gamma Solutions,5115,84.47305699391806,1.532853571037286,115.29558872622502,126,0
M-0731,Gamma Solutions,4637,75.68103205128646,1.4033004515243197,111.46126014596469,211,0
M-0732,Epsilon Tech,4854,59.50344501090059,0.24989112445744993,106.10469704838397,97,0
M-0733,Gamma Solutions,3177,83.62562852712452,0.34741893003761953,97.51894298400805,309,1
M-0734,Epsilon Tech,7730,86.40614563488288,1.4578224164035296,93.72548018779284,339,1
M-0735,Alpha Corp,2180,101.52056734512085,0.2058443863272414,92.96604101711713,47,1
M-0736,Epsilon Tech,4892,58.76505966760402,0.46219634800013365,116.07860038323719,308,0
M-0737,Beta Industries,7043,72.42882013150275,2.7049486224189567,102.20488282694546,224,0
M-0738,Alpha Corp,137,49.17901296811012,0.5942188888421803,80.0,57,0
M-0739,Beta Industries,6327,75.53149156379209,1.0043222303394364,116.67287330897483,75,0
M-0740,Delta Mfg,3472,64.51799701833227,4.248898845213086,109.42608076303766,254,0
M-0741,Delta Mfg,5449,89.23445794824953,0.386503679129347,130.2000950210172,151,0
M-0742,Epsilon Tech,2832,62.25385029981418,0.7405251350655928,115.59683595636514,59,0
M-0743,Beta Industries,3579,53.10816962032738,1.3988503680548507,87.81989605534554,325,0
M-0744,Delta Mfg,5971,65.2873625929748,2.1118221178940293,80.0,86,0
M-0745,Delta Mfg,4164,50.24512228782862,3.478885755074457,99.20791423493094,170,0
M-0746,Delta Mfg,7941,77.5109945450731,3.7060261830263155,100.62338868959522,146,0
M-0747,Alpha Corp,5569,49.349169537436794,2.248456188570257,124.1473880150025,327,0
M-0748,Alpha Corp,4300,70.28457581183159,0.3887990484283773,109.86693601565639,33,0
M-0749,Gamma Solutions,6269,49.22188180143803,0.03768340225911487,127.00532747147763,3,0
M-0750,Beta Industries,3818,66.79702195463358,0.7262120798989599,90.12750416446049,284,0
M-0751,Delta Mfg,1906,86.43378155804534,0.22893825448016564,124.47896576570672,257,0
M-0752,Beta Industries,6254,73.60647891435795,1.8588179482604192,120.8148373014638,126,0
M-0753,Gamma Solutions,760,61.36506395035066,1.6232106865351665,80.0,113,0
M-0754,Epsilon Tech,7830,69.68796511060916,0.0674515541922103,129.83926761891158,303,0
M-0755,Gamma Solutions,7350,70.18016872044447,2.7172740388003866,111.40187737649529,293,0
M-0756,Delta Mfg,6238,74.72630345843406,0.42901174475004866,115.88066755802758,342,0
M-0757,Epsilon Tech,6090,56.331416367191736,0.8490505814830807,97.02655831357366,48,0
M-0758,Epsilon Tech,6031,75.92567273847331,1.653631106971059,129.12870519382957,364,1
M-0759,Gamma Solutions,7687,42.956083683972246,0.8416496482156103,92.21221506141696,275,0
M-0760,Delta Mfg,9091,63.70115447636189,0.8731811870413888,122.48138027560918,195,1
M-0761,Epsilon Tech,9911,65.11726157548455,0.10182094217807322,122.30911213863007,339,0
M-0762,Gamma Solutions,8472,76.33326826071239,0.7698516570966243,95.38748857741666,225,0
M-0763,Gamma Solutions,1887,70.22630852676869,2.171284066992857,139.7506039913386,213,0
M-0764,Delta Mfg,3266,55.944369461437134,3.7007710987478286,113.47292720326278,321,1
M-0765,Gamma Solutions,666,60.15006874182985,0.800366594262218,119.80838915406537,282,0
M-0766,Gamma Solutions,4188,71.98680009547407,0.8263932391831279,87.09318806996366,138,0
M-0767,Gamma Solutions,671,69.20932658135443,1.8191525901595154,141.76595004512848,355,0
M-0768,Beta Industries,6777,64.20875890364253,4.291068013787419,91.63164589662365,333,0
M-0769,Alpha Corp,7570,65.19166210488021,0.4660390780021553,125.37329649148896,70,0
M-0770,Beta Industries,7956,76.96167997159289,0.8701140601344808,95.07842423102457,299,0
M-0771,Gamma Solutions,5124,64.82307427130786,2.3842562020217555,100.71516795728476,70,0
M-0772,Alpha Corp,5585,69.11908755970927,1.411234693231068,121.83131065828171,208,0
M-0773,Epsilon Tech,4777,91.69936588080543,0.17578927021730487,125.41329070512735,200,1
M-0774,Beta Industries,3900,55.76317363116077,1.4822148448245578,90.93073626328847,59,0
M-0775,Beta Industries,6677,51.481572684253415,0.31006821757946795,126.3570825358549,259,0
M-0776,Beta Industries,6981,77.83589664798606,1.0706860001983256,125.67470742699791,341,1
M-0777,Delta Mfg,6376,63.21356938705897,1.129674691406893,95.93069886732661,351,0
M-0778,Gamma Solutions,523,66.8176247225738,3.1336726164331914,133.97971390386664,334,0
M-0779,Epsilon Tech,2393,62.18843621868886,0.9312237990554204,88.14713557627942,357,0
M-0780,Epsilon Tech,2593,67.40199859232487,0.4915949296713604,100.62841125833577,339,0
M-0781,Epsilon Tech,9945,85.98538112096341,0.39393082497999055,117.18503936137984,165,0
M-0782,Gamma Solutions,7240,78.0212845861812,3.110211591067131,97.19650572946091,245,0
M-0783,Alpha Corp,6937,78.62223511886977,0.28132232598007534,113.95728628519011,84,0
M-0784,Beta Industries,6190,55.837729442073545,0.8323453813017938,113.61614118204943,309,0
M-0785,Gamma Solutions,5240,58.488462634471304,0.3108556883960405,107.19388595115919,114,0
M-0786,Beta Industries,6493,41.60921340514573,2.226218314561005,122.48600807885839,234,0
M-0787,Gamma Solutions,2878,61.90619178917246,0.9647441374855987,106.57458811013541,262,0
M-0788,Beta Industries,4143,79.56703186385658,0.6488159847096474,113.47311603220709,172,0
M-0789,Gamma Solutions,3644,75.16946515748371,0.6720101533291138,127.19707816231853,18,0
M-0790,Alpha Corp,4432,67.78486737047876,2.867987094529597,121.8602931503876,235,0
M-0791,Epsilon Tech,1276,69.77699716281947,1.21039443963036,121.79025936221313,310,0
M-0792,Beta Industries,5811,63.11114457424594,1.8980695571986592,92.7623059667483,157,0
M-0793,Gamma Solutions,302,72.04758882401784,3.410100457302697,117.87188863251983,211,0
M-0794,Alpha Corp,638,77.65878279480614,3.4802329643832612,96.82251813545743,281,0
M-0795,Alpha Corp,55,53.84113212589527,0.5973821202890421,90.77877530332961,319,0
M-0796,Epsilon Tech,8717,72.99647687837349,4.5690000824045,108.92440480572547,196,1
M-0797,Gamma Solutions,8150,79.32434870954667,0.03778577338270514,96.43557220022615,115,0
M-0798,Beta Industries,2125,65.8489971103663,0.709417272027025,121.85926578259966,160,0
M-0799,Delta Mfg,364,77.00700612120583,3.3921482779747025,122.21803189542986,155,0
M-0800,Alpha Corp,6809,98.14654444472554,0.48162434113323643,81.46060645352837,51,0
M-0801,Alpha Corp,4621,68.95657207013107,0.47841126589579785,97.57546190634665,284,0
M-0802,Epsilon Tech,5126,73.93307050005323,0.5406421496559415,88.10319992123001,73,0
M-0803,Gamma Solutions,5122,62.61942916338609,1.4213369379344405,103.06056085110664,328,0
M-0804,Delta Mfg,1646,71.81251162602051,0.8652685978392012,116.82763504803236,341,0
M-0805,Delta Mfg,918,74.60271624982303,1.9459689896855086,106.36567852732418,110,0
M-0806,Delta Mfg,2797,71.94842340270138,3.379416401318813,101.15361138999296,286,0
M-0807,Gamma Solutions,6506,59.80304680291143,1.6822044964287484,129.50264790219708,221,0
M-0808,Beta Industries,5870,72.0636177132545,0.34311389550604277,80.0,9,0
M-0809,Alpha Corp,1531,84.62195938717637,4.04748925279994,128.55307840277337,82,0
M-0810,Gamma Solutions,8172,74.48635764514528,0.46079257417984265,101.83567560266772,320,0
M-0811,Delta Mfg,3345,79.61987189071841,0.24359186818827505,108.82836484830815,294,0
M-0812,Alpha Corp,7673,67.62988029987372,0.14141208423306303,102.08954993419837,22,0
M-0813,Alpha Corp,6949,77.4990023942371,1.2430508921376677,133.1433215830868,99,0
M-0814,Delta Mfg,6882,72.79267838216526,0.181155394908117,91.53532254792111,170,0
M-0815,Delta Mfg,1906,60.49089270312768,0.22410076684195582,110.17604554582904,190,0
M-0816,Alpha Corp,3086,73.18521004798875,0.5350777328919593,117.91157977789995,106,0
M-0817,Epsilon Tech,8152,60.0830333655969,0.49620382987940337,85.83495848172248,320,0
M-0818,Alpha Corp,5750,63.67119725115208,1.3904191121678782,96.2015274433077,265,0
M-0819,Beta Industries,8905,71.89328307292374,2.5453172677608347,107.77732199752656,351,1
M-0820,Beta Industries,1062,72.97244273380124,2.1491336924099924,96.70002447973438,168,0
M-0821,Epsilon Tech,1976,58.10767534922871,0.4567021689596512,97.76612343171276,344,0
M-0822,Gamma Solutions,1296,80.53985771182876,0.4221733048986944,104.75206005385344,113,0
M-0823,Alpha Corp,6229,75.72006278300474,5.062923011827014,119.7437199746926,328,0
M-0824,Beta Industries,7641,62.95271564389116,0.01240552023719561,104.85923334682784,306,0
M-0825,Alpha Corp,125,54.624152035508246,3.1769060290487454,126.17639291709419,148,0
M-0826,Epsilon Tech,4632,68.55095420918569,0.3342063866756645,95.03363326010968,337,0
M-0827,Delta Mfg,6288,65.5405628613884,4.414263589641224,91.22116609289822,220,0
M-0828,Epsilon Tech,3596,71.13140457053022,0.6285261824288453,138.895181085817,33,0
M-0829,Epsilon Tech,6168,66.36883338844433,0.8706702904491535,100.13062808501734,220,0
M-0830,Epsilon Tech,9795,49.9254313925499,1.8419916096062885,90.3363198939176,319,0
M-0831,Beta Industries,7561,66.11653061698841,1.328893468440968,83.86919087342254,185,0
M-0832,Epsilon Tech,8258,66.94380888931687,0.573954998581748,126.12655180713409,193,1
M-0833,Delta Mfg,232,76.33661024774058,1.2105859296045596,104.88043228009911,361,0
M-0834,Delta Mfg,9361,63.0180032538895,1.9679322651127316,106.19435397400402,180,0
M-0835,Delta Mfg,6371,86.78674673372566,0.06488578878691749,107.61197432620041,355,0
M-0836,Gamma Solutions,4206,50.88359449348243,0.016893734498084578,125.19414327004672,6,0
M-0837,Epsilon Tech,9685,83.11167497802624,0.9189191834913584,107.30705249036119,9,0
M-0838,Delta Mfg,7943,67.75681029121895,0.21206303054632863,145.1608066824894,357,0
M-0839,Gamma Solutions,6891,78.59584872343557,1.6375039820064068,112.00640861081344,61,0
M-0840,Epsilon Tech,6738,70.79801484058733,0.36129784047429886,125.92677150437481,163,0
M-0841,Epsilon Tech,2472,81.39555536025469,0.8507001172249536,122.0785978685661,99,0
M-0842,Alpha Corp,2739,66.12638035447189,0.33035467817647735,109.45329019612943,148,0
M-0843,Epsilon Tech,5401,59.01379574822188,1.1927153277839468,101.19543520969304,58,0
M-0844,Alpha Corp,1761,84.20504287271064,0.18503803888511705,114.9794589284983,215,0
M-0845,Beta Industries,876,68.86519354117858,0.03506700176684812,117.6514809681091,316,0
M-0846,Beta Industries,3812,72.2155847362421,0.07872780365230186,101.41120927810209,182,0
M-0847,Gamma Solutions,9504,82.34751914044796,4.627122027421881,112.49508298925984,35,0
M-0848,Alpha Corp,1460,59.68044757905565,0.23022723490755623,128.54307467389395,303,1
M-0849,Beta Industries,1733,75.95490897639257,1.848961009005166,141.0492160860452,46,0
M-0850,Beta Industries,1605,64.10105243537109,0.10551493111903693,122.81553980524131,87,0
M-0851,Beta Industries,5622,68.67830644355628,0.17170339446294977,137.94139529570424,4,0
M-0852,Epsilon Tech,6767,70.7227896538429,1.0665887237298812,100.55938683190317,266,0
M-0853,Alpha Corp,6986,54.99778138553064,0.9378709637021556,120.52823378088941,107,0
M-0854,Beta Industries,3517,62.211629571795655,4.541773077356366,130.0777926287191,75,0
M-0855,Alpha Corp,3735,83.5107289241314,4.346152195361929,96.55500000542006,40,1
M-0856,Delta Mfg,9352,78.86191188584796,2.2685256231897273,102.71614831932486,127,0
M-0857,Delta Mfg,8434,69.37360422672765,1.3823387415381003,136.06857142752875,183,1
M-0858,Epsilon Tech,2590,72.43123458512893,0.910345012269977,95.3735171631959,119,0
M-0859,Delta Mfg,1063,67.05757494363543,0.660500727795596,89.88304951016434,73,0
M-0860,Gamma Solutions,4324,83.56583385827982,4.408674841398638,132.91972360459266,40,0
M-0861,Alpha Corp,9111,67.99647422205837,1.3853839957893583,127.95144837470657,204,1
M-0862,Beta Industries,5342,72.31842092134848,1.2979421023940205,116.48180365975654,96,0
M-0863,Gamma Solutions,5,81.46030144142065,0.39575520963751926,109.31433868031259,279,0
M-0864,Gamma Solutions,7489,62.226285151540935,0.07173501071023414,103.42213241592528,143,0
M-0865,Delta Mfg,8659,85.58789184496894,4.355785062287503,114.22923310713577,115,0
M-0866,Alpha Corp,8195,54.69538590256623,0.564737708479075,133.69710436102324,133,0
M-0867,Beta Industries,5966,86.29642131112799,0.8766787072376478,113.57849189213114,168,1
M-0868,Gamma Solutions,8837,66.27324416048026,0.18264130995984718,142.5043890087045,245,0
M-0869,Epsilon Tech,117,67.57301252174719,2.7203114283197536,96.53087021539655,277,1
M-0870,Beta Industries,2551,51.09989828817057,0.04203116018405234,109.70478868507595,259,0
M-0871,Delta Mfg,5560,65.45205282622307,2.6935677632528328,104.40411998504126,46,0
M-0872,Alpha Corp,4289,59.60193468973116,0.2267315323224786,93.72287685256501,346,0
M-0873,Epsilon Tech,846,63.923536546265275,3.2647762059843157,107.70374400485517,335,0
M-0874,Beta Industries,6316,68.62689034211121,1.9627373855960535,116.2599395249066,237,0
M-0875,Beta Industries,6469,79.57791614472906,0.26989310532155747,117.86345269928044,53,0
M-0876,Gamma Solutions,9333,72.07603351400626,1.25143719225262,142.55678268416835,148,1
M-0877,Beta Industries,8915,73.07676653401114,0.5623812624418786,116.9670120458534,187,0
M-0878,Alpha Corp,224,59.044806111544375,0.2944477491889029,127.25205205519424,21,0
M-0879,Alpha Corp,4208,61.1924591039727,2.9404326279181525,110.99141369448463,90,0
M-0880,Beta Industries,6283,87.98725018351311,0.7750713074865421,135.17083400678894,233,0
M-0881,Gamma Solutions,2048,62.647989652367535,0.7626021326926091,145.97673928382105,215,0
M-0882,Epsilon Tech,6233,86.56208252057296,0.27928957670125504,117.96627696463925,51,0
M-0883,Epsilon Tech,9765,67.56938801119134,0.7244890574484628,95.11011476822628,153,0
M-0884,Gamma Solutions,1828,70.02287936143505,3.0791041474081338,101.76792465834248,324,0
M-0885,Delta Mfg,1917,80.7036516022993,0.6767815516648046,114.22901454807743,116,0
M-0886,Alpha Corp,4234,82.71892421938657,4.542493610004121,116.84747052875969,214,0
M-0887,Delta Mfg,6988,68.89187439720912,4.38676201804067,120.47637701576558,339,0
M-0888,Gamma Solutions,2026,66.11756946478461,0.2348029349148758,116.90296521845062,351,0
M-0889,Delta Mfg,3744,69.44079551477788,0.29276601550359665,110.10477374383908,137,0
M-0890,Gamma Solutions,9093,73.37957528232118,2.978097194906378,100.45702338196807,285,1
M-0891,Epsilon Tech,9,78.91303686869756,0.7482490382995645,116.01707391896345,71,0
M-0892,Epsilon Tech,260,70.04229858994151,0.006575364193918021,137.82481036220986,245,0
M-0893,Delta Mfg,6038,76.18886298023153,0.48004308429302733,125.29892908141632,38,0
M-0894,Delta Mfg,9865,86.3835973227094,1.3655710702157609,118.02055924454297,216,0
M-0895,Alpha Corp,2219,73.81309612264785,2.408661691311857,125.44350385734127,127,0
M-0896,Epsilon Tech,7041,73.11652856004778,0.2147469519435543,104.43403956648721,72,0
M-0897,Alpha Corp,2060,54.81089174909932,0.17571341393334192,102.37602280875019,226,0
M-0898,Delta Mfg,5287,43.69269863170936,3.8283525370153173,98.78322343451028,315,0
M-0899,Gamma Solutions,1619,73.88375729230168,2.086347622227845,108.12070065845843,284,0
M-0900,Epsilon Tech,8512,69.05175768719128,1.3365910569585728,103.66991154936379,302,0
M-0901,Gamma Solutions,1342,64.85217325085259,2.199219765399817,128.1241211097821,246,0
M-0902,Alpha Corp,2832,72.43530204186345,0.8401665642607608,102.87014873476717,71,0
M-0903,Alpha Corp,2824,69.39596270803092,2.131053872580128,97.95917425662626,195,0
M-0904,Beta Industries,1994,81.27780250633899,0.6973521803227318,139.13865768245947,38,0
M-0905,Epsilon Tech,3490,70.86110868258977,0.41975850977614965,103.22937153377984,117,0
M-0906,Epsilon Tech,9310,62.53076714929833,1.9585289765927214,112.30292685875527,238,0
M-0907,Alpha Corp,7984,79.90166238959289,0.8162434822196419,116.76984237115117,364,0
M-0908,Gamma Solutions,1604,67.82868925053798,5.975045257584679,92.94960321618777,204,0
M-0909,Epsilon Tech,235,75.26536683672308,0.6449868035432833,128.53225654254604,351,0
M-0910,Alpha Corp,1908,65.225892938072,3.821336903508713,119.55678560616842,319,0
M-0911,Beta Industries,8567,63.50173114502564,4.053755758724473,133.37576017821172,359,0
M-0912,Delta Mfg,3530,70.84168230185696,0.4153168663825907,99.8116709417285,5,0
M-0913,Epsilon Tech,5256,70.12828643543685,2.4008747097634338,111.4868868871424,157,0
M-0914,Delta Mfg,2635,74.79827035366833,0.8512910793897001,110.59033632491293,107,0
M-0915,Gamma Solutions,8162,67.31354246690258,3.742885131857906,113.95832741525032,228,0
M-0916,Beta Industries,9762,51.63640216229603,0.8970944647981678,88.18077877134259,142,1
M-0917,Epsilon Tech,2560,65.67226116411611,2.0456474020145152,111.66254568038333,314,0
M-0918,Delta Mfg,5415,77.93818467143817,0.943759065977227,88.60304132864383,172,0
M-0919,Delta Mfg,3391,67.02623920756893,0.38776901070241104,115.37501106795382,146,0
M-0920,Alpha Corp,5951,67.53616597485453,0.33349731339550354,80.0,7,0
M-0921,Delta Mfg,5468,79.86376505905938,0.8312031338358687,82.22619748564121,343,1
M-0922,Gamma Solutions,8007,62.880267727410775,2.1127771764050696,122.27823074659997,353,1
M-0923,Delta Mfg,9064,54.571967817571,1.3935757584002608,101.79742317207825,301,1
M-0924,Gamma Solutions,9444,68.39368880474505,1.7501566241619697,95.18212889551639,16,1
M-0925,Gamma Solutions,6413,65.15826048751263,0.49761051111698174,129.06268431613321,320,0
M-0926,Alpha Corp,6941,60.33753680246746,0.9850358470409695,114.91439325992623,37,0
M-0927,Beta Industries,9506,68.24621544101309,0.06811636276285146,123.08135293300676,153,0
M-0928,Gamma Solutions,4820,74.91505647246784,2.5517741151367854,107.50636891518754,265,0
M-0929,Delta Mfg,2898,69.90711438432184,6.8916662103383235,150.0,183,1
M-0930,Delta Mfg,7546,73.06981072686237,0.7835354387499969,100.93229209160307,156,0
M-0931,Gamma Solutions,77,88.13407698515422,0.01653629535575204,136.1674332403983,137,0
M-0932,Delta Mfg,7577,66.57121138442436,0.27911966629192325,109.0795093985013,90,0
M-0933,Epsilon Tech,4227,72.7834863464467,1.585601944519531,85.18234407630881,218,0
M-0934,Alpha Corp,600,64.90786637400865,1.4204315829264764,117.24273118622163,330,0
M-0935,Delta Mfg,1065,61.53640280113027,2.3257966389847593,114.72143842182746,186,0
M-0936,Alpha Corp,2136,64.1509234658223,0.43931131436836063,94.23017278641156,209,0
M-0937,Gamma Solutions,9510,65.21241428478311,2.1635475136634374,96.16671084297928,51,0
M-0938,Gamma Solutions,6943,73.59475797547125,1.747051319128257,109.62953535372512,288,0
M-0939,Gamma Solutions,7804,93.49075786700757,0.5847150559074568,115.24621722871973,88,1
M-0940,Alpha Corp,6565,62.8395656372416,1.1827969332333415,80.0,136,0
M-0941,Delta Mfg,5984,65.83374694384537,0.23897516661424728,125.79682178785704,158,0
M-0942,Epsilon Tech,5142,69.36876986888751,0.903765958089553,102.58253039277534,282,0
M-0943,Alpha Corp,4670,73.95798848709747,3.195437216987332,90.02378773402735,155,0
M-0944,Epsilon Tech,2190,72.63550811954785,0.8201750867283175,124.11599827177896,220,0
M-0945,Delta Mfg,9184,82.84095793948117,2.744815559210863,109.64573030872316,167,0
M-0946,Delta Mfg,2712,45.736079294647915,1.3383244115254502,128.24248665173383,322,0
M-0947,Alpha Corp,2192,46.13070129804327,0.3195609739597489,116.56928394469634,179,0
M-0948,Beta Industries,1248,65.0412182798985,1.3052069377675564,109.9772824557793,329,0
M-0949,Epsilon Tech,4033,80.97300187543709,1.0577790235769988,107.70905082529765,50,0
M-0950,Gamma Solutions,1997,54.34351968394404,0.762845613615041,117.24069140834207,301,0
M-0951,Epsilon Tech,3687,40.0,0.19112025685645656,103.79703111786004,87,0
M-0952,Delta Mfg,4018,75.71179406219208,0.8086027477367147,97.21141116880251,33,0
M-0953,Delta Mfg,1970,72.43657223702715,0.11331811493060825,119.14863683981966,275,0
M-0954,Alpha Corp,8389,59.097915932005705,0.15599059420156836,107.83268237833356,141,0
M-0955,Beta Industries,5765,60.1446039927907,0.8065670749590297,110.50351472103509,206,0
M-0956,Gamma Solutions,1202,60.30256280365325,0.5465887185509416,126.34069754231912,224,0
M-0957,Epsilon Tech,8135,71.1053531747394,3.8963269630240562,108.29185088396389,113,0
M-0958,Beta Industries,5567,63.73684723816993,0.7067003339715208,110.22550888312686,278,0
M-0959,Gamma Solutions,7667,74.9406391897552,2.1273471782799787,101.00525732823603,353,0
M-0960,Delta Mfg,5742,41.45373337095609,1.133324062276342,116.46109900972776,5,0
M-0961,Delta Mfg,5788,61.431481348722,1.8265279314561211,115.24741869020131,212,0
M-0962,Alpha Corp,5408,58.7394603908895,0.45189275830881215,123.51162697685837,256,0
M-0963,Alpha Corp,8669,67.43659321627507,4.268512814712819,101.31306744489686,334,1
M-0964,Epsilon Tech,9446,64.61952241509861,1.1328163399715274,103.13274545614722,30,1
M-0965,Beta Industries,922,77.97843779895767,2.669663979812855,121.88206098718204,347,0
M-0966,Beta Industries,419,51.406632283399425,0.6813033613629945,113.78319505044296,82,0
M-0967,Gamma Solutions,2204,70.45491476330751,0.15839306327040575,96.40672810710959,236,0
M-0968,Epsilon Tech,1120,75.58336423211705,1.6799606585634643,129.5983110160175,344,1
M-0969,Alpha Corp,950,88.56647436561954,0.011684866593460132,84.52324147399624,361,0
M-0970,Epsilon Tech,2336,65.18234028906525,0.9673728341395078,121.76427129895627,323,0
